method,target_kind,episode,query_id,problem_sha256,entropy_proxy_nats_per_token,response_tokens,reward,target_kl,style_drift,style_error_sum,style_token_count,projection_alpha
Tokenwise budget $\alpha_t$,projected,24,deepmath:0030a39029723cf4d2824fd7ff62334d027102bd1ba42320b18e529b88b130f9,0030a39029723cf4d2824fd7ff62334d027102bd1ba42320b18e529b88b130f9,0.09639488588929612,3559,1,0.0008057855874567965,0.0281875247047061,1.7758140563964844,63,0.9144818186759949
Tokenwise budget $\alpha_t$,projected,25,deepmath:0032318139255abd2fb48e206ecc904b66dc536f2614324133a848ca0b62703a,0032318139255abd2fb48e206ecc904b66dc536f2614324133a848ca0b62703a,0.11555898976775836,8480,1,0.0011176714071793096,0.030564873306839553,6.602012634277344,216,0.8773548007011414
Tokenwise budget $\alpha_t$,projected,26,deepmath:003412a3995cee9376a190a014939f06674cd6a6d7b35c1a7522a50b973e57ac,003412a3995cee9376a190a014939f06674cd6a6d7b35c1a7522a50b973e57ac,0.1323959681062936,8992,1,0.0012119415405063866,0.03408793399208471,6.476707458496094,190,0.8550047874450684
Tokenwise budget $\alpha_t$,projected,27,deepmath:003830d329c5036826b544eb05a5af80dbd2a359aac850da0dcacfeb6716cafe,003830d329c5036826b544eb05a5af80dbd2a359aac850da0dcacfeb6716cafe,0.10952333710055683,8555,1,0.0009815449340346263,0.031730708369502314,4.2836456298828125,135,0.9000967741012573
Tokenwise budget $\alpha_t$,projected,28,deepmath:0038b4ece49376da9b176b48022b326becfa6d8b990467ff138402e37539558d,0038b4ece49376da9b176b48022b326becfa6d8b990467ff138402e37539558d,0.09357882828652105,10112,0,0.0008659101610957598,0.03676007374995897,4.374448776245117,119,0.9101856350898743
Tokenwise budget $\alpha_t$,projected,29,deepmath:003dcaad84f5c21a1487c54b23209c79a90072273df7a29e35dd63845b52107f,003dcaad84f5c21a1487c54b23209c79a90072273df7a29e35dd63845b52107f,0.12779849622047387,7817,1,0.0012229286448536085,0.03796309393805426,4.213903427124023,111,0.8605043292045593
Tokenwise budget $\alpha_t$,projected,30,deepmath:003dd754a0b261d696d349dddb4a34ef7d50972c4201891c23ff46d4ef00bede,003dd754a0b261d696d349dddb4a34ef7d50972c4201891c23ff46d4ef00bede,0.09295518750405733,10109,1,0.0009118565768652045,0.03302148472179066,7.264726638793945,220,0.8967396020889282
Tokenwise budget $\alpha_t$,projected,31,deepmath:003e4e800a59d605dcd72b1719d992d346b01b6e895f6a92a7b12f39b58aaaa1,003e4e800a59d605dcd72b1719d992d346b01b6e895f6a92a7b12f39b58aaaa1,0.1296710285258545,6537,1,0.0010795408829538608,0.02818985808667519,3.9183902740478516,139,0.8748230934143066
Tokenwise budget $\alpha_t$,projected,32,deepmath:003f11a5f8ee77c15cb77c3af9f2a4a07b00c80d0646b49748e70794c6d00e00,003f11a5f8ee77c15cb77c3af9f2a4a07b00c80d0646b49748e70794c6d00e00,0.1627206394225449,1659,1,0.0016379787251487993,0.011915016174316406,0.23830032348632812,20,0.7814477682113647
Tokenwise budget $\alpha_t$,projected,33,deepmath:0042ff3872891ac71b4a7bf6a9e70c583bb12a3253c423f3b438d1ce982fd773,0042ff3872891ac71b4a7bf6a9e70c583bb12a3253c423f3b438d1ce982fd773,0.1135202940057425,4236,1,0.0012032482652143137,0.02827615516130314,2.4317493438720703,86,0.8541703224182129
Tokenwise budget $\alpha_t$,projected,34,deepmath:00465b0dba3ed87e4b7c8e6a307870f90d33588ebf9e5928f0b570bdaf1e2a96,00465b0dba3ed87e4b7c8e6a307870f90d33588ebf9e5928f0b570bdaf1e2a96,0.08239783697329238,10109,0,0.0008106228300983019,0.032831281423568726,4.202404022216797,128,0.9250389337539673
Tokenwise budget $\alpha_t$,projected,35,deepmath:00483c5e025c9dff3522155103e5ac71456db89cf7720691de75cdaeff69e3cc,00483c5e025c9dff3522155103e5ac71456db89cf7720691de75cdaeff69e3cc,0.1006303115286314,4536,1,0.0009951948892896769,0.02612133515186799,2.037464141845703,78,0.884579598903656
Tokenwise budget $\alpha_t$,projected,36,deepmath:004cad66393fc699153db15fa50b9068d07fb36707ae0e10a5acc9827a78cd55,004cad66393fc699153db15fa50b9068d07fb36707ae0e10a5acc9827a78cd55,0.08187638282393031,9964,0,0.0009230029283578211,0.04458924835803462,4.548103332519531,102,0.8907206654548645
Tokenwise budget $\alpha_t$,projected,37,deepmath:004fbec5f3d0f4836287dc846f18743dc62e33181d7743963994345dfc05d580,004fbec5f3d0f4836287dc846f18743dc62e33181d7743963994345dfc05d580,0.0824064560575172,4659,1,0.0007917635417862188,0.033443142386043775,2.2741336822509766,68,0.9109988808631897
Tokenwise budget $\alpha_t$,projected,38,deepmath:005a74061981d1174955f0d339217a910c724ac259267990b75a859417309ba5,005a74061981d1174955f0d339217a910c724ac259267990b75a859417309ba5,0.09138524084483575,10062,0,0.0011977538262084614,0.033967605418404614,6.012266159057617,177,0.8620847463607788
Tokenwise budget $\alpha_t$,projected,39,deepmath:005a8826414aec0cdf8fdb68a2c9759982ac52715514f8930b08d67176e76b8a,005a8826414aec0cdf8fdb68a2c9759982ac52715514f8930b08d67176e76b8a,0.09130224103125456,5350,1,0.0009404327038014047,0.030242432939245344,2.8427886962890625,94,0.8837587833404541
Tokenwise budget $\alpha_t$,projected,40,deepmath:005ef7c198b0f12d759d3c44022c5b9b6835885d9adedf3299a5a841dfa37606,005ef7c198b0f12d759d3c44022c5b9b6835885d9adedf3299a5a841dfa37606,0.09011456274217175,10044,0,0.0010400795693424345,0.030074200387728418,5.32313346862793,177,0.879097580909729
Tokenwise budget $\alpha_t$,projected,41,deepmath:005fcaa3cd5ce509ada79200159f2963f75cce3f4b342e909dcce691603f6363,005fcaa3cd5ce509ada79200159f2963f75cce3f4b342e909dcce691603f6363,0.06411391654567032,10116,0,0.000739490601096778,0.03797901311569665,6.418453216552734,169,0.9166759252548218
Tokenwise budget $\alpha_t$,projected,42,deepmath:005ff290fdf393d59a5b8d4290edb9fc45fd31cbc060c53fe670a49e1a707207,005ff290fdf393d59a5b8d4290edb9fc45fd31cbc060c53fe670a49e1a707207,0.12027520805511911,6980,1,0.0009763524211131912,0.033871701785496304,3.793630599975586,112,0.902739942073822
Tokenwise budget $\alpha_t$,projected,43,deepmath:006019d0d8727759a668b590d4d18310ef26f000198fc45615c8344f1836bc4c,006019d0d8727759a668b590d4d18310ef26f000198fc45615c8344f1836bc4c,0.09576325772612226,10031,0,0.0009760645867826075,0.03969623960297683,5.755954742431641,145,0.8989538550376892
Tokenwise budget $\alpha_t$,projected,44,deepmath:0062d8df17cfc213a76d55cf9f0fcc49bf35eb2f8d4e3ef22a079fc8050263b5,0062d8df17cfc213a76d55cf9f0fcc49bf35eb2f8d4e3ef22a079fc8050263b5,0.08727295020409616,3794,1,0.0008558053660766664,0.029807237478402946,1.5499763488769531,52,0.8968684077262878
Tokenwise budget $\alpha_t$,projected,45,deepmath:006a6296970c739aec0280d9a66a4cea45836909b1d98923d278f9d94eb62692,006a6296970c739aec0280d9a66a4cea45836909b1d98923d278f9d94eb62692,0.10199433662031339,5475,1,0.0011922578193825674,0.031542506970857316,2.9965381622314453,95,0.8652340173721313
Tokenwise budget $\alpha_t$,projected,46,deepmath:006aa68dbaf5b654ad3071979c89dfa8a1b353843094321f7bbcd771349e6303,006aa68dbaf5b654ad3071979c89dfa8a1b353843094321f7bbcd771349e6303,0.15367223917430922,10062,1,0.0015327222837804209,0.03926999996869992,7.657649993896484,195,0.8245984315872192
Tokenwise budget $\alpha_t$,projected,47,deepmath:006c20fbdd524d08de9e89f371a1028b99a786d0f46aa240fbc25f4ffb877deb,006c20fbdd524d08de9e89f371a1028b99a786d0f46aa240fbc25f4ffb877deb,0.14861173270994998,3562,1,0.0015385288584105156,0.040656559502900536,2.723989486694336,67,0.7995069622993469
Tokenwise budget $\alpha_t$,projected,48,deepmath:006dc7e74a6c3850528e77c89f42357031e793700d0f5f4758cdbb3cc38bfce7,006dc7e74a6c3850528e77c89f42357031e793700d0f5f4758cdbb3cc38bfce7,0.08822294039146922,8346,1,0.0008615077581855192,0.035539177375111156,4.371318817138672,123,0.9046549201011658
Tokenwise budget $\alpha_t$,projected,49,deepmath:006ee740e3abf3acfb855487b476f329ba01c7f442dcea89e1b62c1a84b2f82b,006ee740e3abf3acfb855487b476f329ba01c7f442dcea89e1b62c1a84b2f82b,0.09628521112734051,6688,1,0.0010667657415587544,0.03597679472806161,4.101354598999023,114,0.8861813545227051
Tokenwise budget $\alpha_t$,projected,50,deepmath:0072530d36b2fe8963e61adb9abcf872fe99ac784e35ebdb7d493a9c9ddc8c73,0072530d36b2fe8963e61adb9abcf872fe99ac784e35ebdb7d493a9c9ddc8c73,0.1612648012848497,5881,1,0.0014622616158398317,0.041100040558845766,3.8223037719726562,93,0.8356572389602661
Tokenwise budget $\alpha_t$,projected,51,deepmath:0072a410ec2ad19dff87ce7c3854f83df91a11de998171c990d6ca603379c276,0072a410ec2ad19dff87ce7c3854f83df91a11de998171c990d6ca603379c276,0.11374046623645559,8757,0,0.0010854760464589265,0.03895705839547005,7.051227569580078,181,0.8827331066131592
Tokenwise budget $\alpha_t$,projected,52,deepmath:00757aaaa1947c28b2354d393d3d6b3997eedb797aaa9adb240d92236e4e5cbd,00757aaaa1947c28b2354d393d3d6b3997eedb797aaa9adb240d92236e4e5cbd,0.10533916391100526,10106,0,0.0010769226316254522,0.04339732064141168,6.249214172363281,144,0.8792440891265869
Tokenwise budget $\alpha_t$,projected,53,deepmath:007584128ece78d87b2918b9c9a40bf6440654fd04dbc074f4cee50f83651029,007584128ece78d87b2918b9c9a40bf6440654fd04dbc074f4cee50f83651029,0.10518681620823518,1310,1,0.0011666724301931512,0.0070953369140625,0.042572021484375,6,0.8434279561042786
Tokenwise budget $\alpha_t$,projected,54,deepmath:00765d46d60d516368b3882f1790d110b557b285c44e4de4bc77151a88178d01,00765d46d60d516368b3882f1790d110b557b285c44e4de4bc77151a88178d01,0.1173948226939357,10033,0,0.001366500567756597,0.043803768157958986,4.380376815795898,100,0.8534477353096008
Tokenwise budget $\alpha_t$,projected,55,deepmath:0076d82cd80345e2fef2aa0e8075b95dc5aa7fc14bfd5309ea5a9e82b0c997de,0076d82cd80345e2fef2aa0e8075b95dc5aa7fc14bfd5309ea5a9e82b0c997de,0.08004439651440312,4988,1,0.0008819471512948788,0.03575143218040466,2.2880916595458984,64,0.8962416052818298
Tokenwise budget $\alpha_t$,projected,56,deepmath:0078489488852fcf62ea236485cfb162411bdbaa4dfa7917c982e26b6f956d74,0078489488852fcf62ea236485cfb162411bdbaa4dfa7917c982e26b6f956d74,0.0729521063847081,3684,1,0.0007738788290117158,0.02973601692601254,1.1299686431884766,38,0.9103513956069946
Tokenwise budget $\alpha_t$,projected,57,deepmath:00792ef532c63549590ae6ba78dbff2fd1b98206fb3b7db8a0481c3e4dc68005,00792ef532c63549590ae6ba78dbff2fd1b98206fb3b7db8a0481c3e4dc68005,0.13056495398805854,5700,1,0.0014461007884197068,0.034216615342602286,3.319011688232422,97,0.847231388092041
Tokenwise budget $\alpha_t$,projected,58,deepmath:007bd5213ed53954fc9cea10022b7c2eeedd93a590a6b87867dd71396df24547,007bd5213ed53954fc9cea10022b7c2eeedd93a590a6b87867dd71396df24547,0.10113643204673634,10099,0,0.0011472069062694653,0.041313921818967723,2.5201492309570312,61,0.8711042404174805
Tokenwise budget $\alpha_t$,projected,59,deepmath:007ebc494c1ba6694022a6ae814c36264169fc2670594568135ed0ecbceb69e6,007ebc494c1ba6694022a6ae814c36264169fc2670594568135ed0ecbceb69e6,0.12614552023573675,3557,0,0.0011162427561669194,0.02949794422496449,1.6223869323730469,55,0.8743410706520081
Tokenwise budget $\alpha_t$,projected,60,deepmath:007f22293e9b6868f90b4c24378641097b6637f2d463c8c3e69540a9a12d779d,007f22293e9b6868f90b4c24378641097b6637f2d463c8c3e69540a9a12d779d,0.17854173318934954,5666,0,0.0017928243014781332,0.03371896930769378,3.4393348693847656,102,0.8031873106956482
Tokenwise budget $\alpha_t$,projected,61,deepmath:0081b6f03c24a7151ca8a2b8dbbd8b75f6227f8068a3c43d88a3e7227583aa8c,0081b6f03c24a7151ca8a2b8dbbd8b75f6227f8068a3c43d88a3e7227583aa8c,0.16473539794710795,5494,1,0.001576507198927747,0.03918118630686114,3.643850326538086,93,0.8361735939979553
Tokenwise budget $\alpha_t$,projected,62,deepmath:0086c010b9d632e4f89d32600eb4f1403cb9e9e260fcaf3d01d216fae135540f,0086c010b9d632e4f89d32600eb4f1403cb9e9e260fcaf3d01d216fae135540f,0.13501357426387456,9130,1,0.0011670440435409546,0.033670463947334674,3.333375930786133,99,0.9066864252090454
Tokenwise budget $\alpha_t$,projected,63,deepmath:0087f799089ae3e7e95c866954aaf8445958600cfd429f972e0229473c455471,0087f799089ae3e7e95c866954aaf8445958600cfd429f972e0229473c455471,0.10000753492172842,3198,1,0.0009845935572416354,0.025539906819661458,0.7661972045898438,30,0.8930972218513489
Tokenwise budget $\alpha_t$,projected,64,deepmath:008bf863b4040bc64f4359e5b0b35ddec9723395cfa59765a88a066679c8357b,008bf863b4040bc64f4359e5b0b35ddec9723395cfa59765a88a066679c8357b,0.0873830639031564,2246,1,0.0009105933012435825,0.033658901850382485,0.8078136444091797,24,0.9042534232139587
Fixed global $\alpha$,projected,1,deepmath:000396a98596544c4efcf7920bd3593967798c51453c9b87fd9fce5e5671dff9,000396a98596544c4efcf7920bd3593967798c51453c9b87fd9fce5e5671dff9,0.20995861086885625,6164,1,0.00776712337265844,0.09150624106116328,12.902379989624023,141,0.5595703125
Fixed global $\alpha$,projected,2,deepmath:0004c6dd393a6e2adcaa8b18b7e87d3f2bb7f3e51d739c2a5c4295824af67be0,0004c6dd393a6e2adcaa8b18b7e87d3f2bb7f3e51d739c2a5c4295824af67be0,0.12878617498467904,6723,1,0.002537103068880337,0.05650545756022136,5.933073043823242,105,0.5595703125
Fixed global $\alpha$,projected,3,deepmath:00080e19a89caf5e89e3c03f2ed4e42a14af9cbba3ffb24665ce6b7e71498f8e,00080e19a89caf5e89e3c03f2ed4e42a14af9cbba3ffb24665ce6b7e71498f8e,0.15519242698856991,10088,1,0.0017760419307097876,0.04302085472258511,6.496149063110352,151,0.5595703125
Fixed global $\alpha$,projected,4,deepmath:0009caf591ccc2b1ced8c9237dc60901c08b60814fbf5bdb5c140c9440499f38,0009caf591ccc2b1ced8c9237dc60901c08b60814fbf5bdb5c140c9440499f38,0.24214565175445685,7130,1,0.004601418481405621,0.06376523878967878,13.135639190673828,206,0.5595703125
Fixed global $\alpha$,projected,5,deepmath:000bec85574983ccd7fa789e3004278a170c434e5fed0c2670a2675e45795fd0,000bec85574983ccd7fa789e3004278a170c434e5fed0c2670a2675e45795fd0,0.11700717488870452,8796,1,0.00240907589202978,0.045565638625830934,5.194482803344727,114,0.5595703125
Fixed global $\alpha$,projected,6,deepmath:000ce126a7cd12f004824d5218ae1bd505e3b61f8ca9acf5a135cd5649457bad,000ce126a7cd12f004824d5218ae1bd505e3b61f8ca9acf5a135cd5649457bad,0.24493213736698025,4038,1,0.011258622904507874,0.08213826443286652,7.720996856689453,94,0.5595703125
Fixed global $\alpha$,projected,7,deepmath:0010c2479ec729a3849fb9597d860ccbe10c6b5fdedb63084ef3a2f9aa00899c,0010c2479ec729a3849fb9597d860ccbe10c6b5fdedb63084ef3a2f9aa00899c,0.21840715303818148,10038,1,0.004131553712419528,0.09277783543610375,11.226118087768555,121,0.5595703125
Fixed global $\alpha$,projected,8,deepmath:00110ba1c0fc2813cfb009f0fd0c8464282dec9f8c4bcb7a75baef9477efaca2,00110ba1c0fc2813cfb009f0fd0c8464282dec9f8c4bcb7a75baef9477efaca2,0.1774142880297214,10069,0,0.004989304575632175,0.07852650555697355,17.27583122253418,220,0.5595703125
Fixed global $\alpha$,projected,9,deepmath:00113db063e1c3e78d585294481d46b878a50973b15386daabb17d70997a9641,00113db063e1c3e78d585294481d46b878a50973b15386daabb17d70997a9641,0.20971640777306952,8147,1,0.004816684421740369,0.07370728427923999,7.591850280761719,103,0.5595703125
Fixed global $\alpha$,projected,10,deepmath:0017bfb4db362431d2d67e122109b658e0ae133af418c50d20d309d5e6cbee4e,0017bfb4db362431d2d67e122109b658e0ae133af418c50d20d309d5e6cbee4e,0.23404571262046542,10101,1,0.00504771572680724,0.0767835648678943,13.897825241088867,181,0.5595703125
Fixed global $\alpha$,projected,11,deepmath:0019d522f65921ae7716a06a3640a9dd001b2cc37cb81d918f42a17df2e56d08,0019d522f65921ae7716a06a3640a9dd001b2cc37cb81d918f42a17df2e56d08,0.17123464573927916,4575,1,0.003736636279547801,0.08393649146670387,8.813331604003906,105,0.5595703125
Fixed global $\alpha$,projected,12,deepmath:001ad0c6d02140cf28c798e3f7ae71bbd9e725fa3d997a64f91ffda63abfae6f,001ad0c6d02140cf28c798e3f7ae71bbd9e725fa3d997a64f91ffda63abfae6f,0.16861887740712292,10130,0,0.003173879600200813,0.07366765255959618,11.123815536499023,151,0.5595703125
Fixed global $\alpha$,projected,13,deepmath:001c5b850b4838e15526cabbcaefcfface733f398c58069d733ab43514528437,001c5b850b4838e15526cabbcaefcfface733f398c58069d733ab43514528437,0.18903717835251113,2901,1,0.00671573074310453,0.0632960455758231,5.316867828369141,84,0.5595703125
Fixed global $\alpha$,projected,14,deepmath:002077dd6c1ff0e84014b2317f2afa082d05bd30adb11e1c285ac97102b453b2,002077dd6c1ff0e84014b2317f2afa082d05bd30adb11e1c285ac97102b453b2,0.17845745334328433,10089,0,0.003326118448785186,0.05333265214518928,12.426507949829102,233,0.5595703125
Fixed global $\alpha$,projected,15,deepmath:0021b0ab1a3d40bbda1f867883fcc2b471e8004bb1ceef94ae4d945a04331051,0021b0ab1a3d40bbda1f867883fcc2b471e8004bb1ceef94ae4d945a04331051,0.18748149146782342,9865,1,0.0035379880787136794,0.0679130982816889,12.088531494140625,178,0.5595703125
Fixed global $\alpha$,projected,16,deepmath:002231f1b4a81d1c3cd79b293ba11d6b0932a0a289f012ae4c37e53cceb8085e,002231f1b4a81d1c3cd79b293ba11d6b0932a0a289f012ae4c37e53cceb8085e,0.17833498556131255,10141,0,0.004003656345360167,0.061133536563557425,19.19593048095703,314,0.5595703125
Fixed global $\alpha$,projected,17,deepmath:0023b171598bb9951d85c97138dffaa339dd71e418de52289f17b1c2accb2bf7,0023b171598bb9951d85c97138dffaa339dd71e418de52289f17b1c2accb2bf7,0.14472065521847985,10093,0,0.0016565220927850799,0.05415288070959547,8.826919555664062,163,0.5595703125
Fixed global $\alpha$,projected,18,deepmath:0024f2386f12d2ffd829ce0edb4b52255c884198a0ab4512921b16a489ef0e33,0024f2386f12d2ffd829ce0edb4b52255c884198a0ab4512921b16a489ef0e33,0.1669575408450902,10138,1,0.003910026326646941,0.05162653386198132,15.59121322631836,302,0.5595703125
Fixed global $\alpha$,projected,19,deepmath:0024f4e3c836265ce9de50bc1570408221a74b8c963e77c81a3a6638cd12eb9a,0024f4e3c836265ce9de50bc1570408221a74b8c963e77c81a3a6638cd12eb9a,0.16424567002516527,2600,1,0.010200396879361227,0.05407251011241566,2.379190444946289,44,0.5595703125
Fixed global $\alpha$,projected,20,deepmath:00256fe2b7cb245266e332d3cea7caae53d541c5529ab9c8a7bdc11a67e7cbbc,00256fe2b7cb245266e332d3cea7caae53d541c5529ab9c8a7bdc11a67e7cbbc,0.1576355877060254,7067,1,0.002869480051976886,0.08492369963743976,9.086835861206055,107,0.5595703125
Fixed global $\alpha$,projected,21,deepmath:0025b8fa07fb4804df8b60a33ac0e754a500755c86cd42f4523c68c5448a39bd,0025b8fa07fb4804df8b60a33ac0e754a500755c86cd42f4523c68c5448a39bd,0.15990012724521638,7207,1,0.0025132691863196987,0.047158408410770375,9.148731231689453,194,0.5595703125
Fixed global $\alpha$,projected,22,deepmath:00305fc24c2fc85f439eef8ee27e2438a61faa8c730626b33cc2cd77e98ce7e3,00305fc24c2fc85f439eef8ee27e2438a61faa8c730626b33cc2cd77e98ce7e3,0.12148146378366571,5605,1,0.0032044019485282962,0.05063083193717747,5.518760681152344,109,0.5595703125
Fixed global $\alpha$,projected,23,deepmath:003067ef78fc841f6ac3c3129143429ceb0f761eb3f4a1c23939abdc0e7ac9b4,003067ef78fc841f6ac3c3129143429ceb0f761eb3f4a1c23939abdc0e7ac9b4,0.11206776468377365,3800,1,0.006310786694582356,0.09932304640947762,5.86005973815918,59,0.5595703125
Fixed global $\alpha$,projected,24,deepmath:0030a39029723cf4d2824fd7ff62334d027102bd1ba42320b18e529b88b130f9,0030a39029723cf4d2824fd7ff62334d027102bd1ba42320b18e529b88b130f9,0.09361969833779955,3571,1,0.002241566552418315,0.04717992386727963,2.5005359649658203,53,0.5595703125
Fixed global $\alpha$,projected,25,deepmath:0032318139255abd2fb48e206ecc904b66dc536f2614324133a848ca0b62703a,0032318139255abd2fb48e206ecc904b66dc536f2614324133a848ca0b62703a,0.11927413412809042,10122,0,0.003281447222146079,0.07891232879073531,17.045063018798828,216,0.5595703125
Fixed global $\alpha$,projected,26,deepmath:003412a3995cee9376a190a014939f06674cd6a6d7b35c1a7522a50b973e57ac,003412a3995cee9376a190a014939f06674cd6a6d7b35c1a7522a50b973e57ac,0.15301227952069776,5984,0,0.005882007667525886,0.07669361432393391,11.043880462646484,144,0.5595703125
Fixed global $\alpha$,projected,27,deepmath:003830d329c5036826b544eb05a5af80dbd2a359aac850da0dcacfeb6716cafe,003830d329c5036826b544eb05a5af80dbd2a359aac850da0dcacfeb6716cafe,0.10612782482852302,7596,1,0.0025192365075940716,0.04173923492431641,6.260885238647461,150,0.5595703125
Fixed global $\alpha$,projected,28,deepmath:0038b4ece49376da9b176b48022b326becfa6d8b990467ff138402e37539558d,0038b4ece49376da9b176b48022b326becfa6d8b990467ff138402e37539558d,0.09878765216356591,10112,0,0.0017877783908330411,0.07571174849325152,10.145374298095703,134,0.5595703125
Fixed global $\alpha$,projected,29,deepmath:003dcaad84f5c21a1487c54b23209c79a90072273df7a29e35dd63845b52107f,003dcaad84f5c21a1487c54b23209c79a90072273df7a29e35dd63845b52107f,0.13088273734900144,6782,1,0.004409267439937317,0.0817586757518627,8.829936981201172,108,0.5595703125
Fixed global $\alpha$,projected,30,deepmath:003dd754a0b261d696d349dddb4a34ef7d50972c4201891c23ff46d4ef00bede,003dd754a0b261d696d349dddb4a34ef7d50972c4201891c23ff46d4ef00bede,0.09660463034074825,10109,0,0.002940821577921526,0.09575280986848425,17.522764205932617,183,0.5595703125
Fixed global $\alpha$,projected,31,deepmath:003e4e800a59d605dcd72b1719d992d346b01b6e895f6a92a7b12f39b58aaaa1,003e4e800a59d605dcd72b1719d992d346b01b6e895f6a92a7b12f39b58aaaa1,0.1395969796304608,8468,0,0.004044189935354436,0.04990502640053078,10.779485702514648,216,0.5595703125
Fixed global $\alpha$,projected,32,deepmath:003f11a5f8ee77c15cb77c3af9f2a4a07b00c80d0646b49748e70794c6d00e00,003f11a5f8ee77c15cb77c3af9f2a4a07b00c80d0646b49748e70794c6d00e00,0.15601041941966826,1648,1,0.020772326140872484,0.14199368707064924,4.117816925048828,29,0.5595703125
Fixed global $\alpha$,projected,33,deepmath:0042ff3872891ac71b4a7bf6a9e70c583bb12a3253c423f3b438d1ce982fd773,0042ff3872891ac71b4a7bf6a9e70c583bb12a3253c423f3b438d1ce982fd773,0.11334731409105205,2950,1,0.005505954677365341,0.06563312530517579,3.281656265258789,50,0.5595703125
Fixed global $\alpha$,projected,34,deepmath:00465b0dba3ed87e4b7c8e6a307870f90d33588ebf9e5928f0b570bdaf1e2a96,00465b0dba3ed87e4b7c8e6a307870f90d33588ebf9e5928f0b570bdaf1e2a96,0.09388830928517586,10109,0,0.0019053090542469361,0.0938661131140304,13.704452514648438,146,0.5595703125
Fixed global $\alpha$,projected,35,deepmath:00483c5e025c9dff3522155103e5ac71456db89cf7720691de75cdaeff69e3cc,00483c5e025c9dff3522155103e5ac71456db89cf7720691de75cdaeff69e3cc,0.10074594641470078,6911,1,0.004183914184660871,0.06362729390462239,9.54409408569336,150,0.5595703125
Fixed global $\alpha$,projected,36,deepmath:004cad66393fc699153db15fa50b9068d07fb36707ae0e10a5acc9827a78cd55,004cad66393fc699153db15fa50b9068d07fb36707ae0e10a5acc9827a78cd55,0.10723186065661577,9964,0,0.00403901846688323,0.10039539927059841,9.738353729248047,97,0.5595703125
Fixed global $\alpha$,projected,37,deepmath:004fbec5f3d0f4836287dc846f18743dc62e33181d7743963994345dfc05d580,004fbec5f3d0f4836287dc846f18743dc62e33181d7743963994345dfc05d580,0.08832361326744809,3980,1,0.003061598744274827,0.05203824294240851,3.954906463623047,76,0.5595703125
Fixed global $\alpha$,projected,38,deepmath:005a74061981d1174955f0d339217a910c724ac259267990b75a859417309ba5,005a74061981d1174955f0d339217a910c724ac259267990b75a859417309ba5,0.11258834719393576,7216,0,0.0044624869987376845,0.08270606994628907,9.924728393554688,120,0.5595703125
Fixed global $\alpha$,projected,39,deepmath:005a8826414aec0cdf8fdb68a2c9759982ac52715514f8930b08d67176e76b8a,005a8826414aec0cdf8fdb68a2c9759982ac52715514f8930b08d67176e76b8a,0.08486483540178885,5343,1,0.004439868588971775,0.052509664179204586,4.778379440307617,91,0.5595703125
Fixed global $\alpha$,projected,40,deepmath:005ef7c198b0f12d759d3c44022c5b9b6835885d9adedf3299a5a841dfa37606,005ef7c198b0f12d759d3c44022c5b9b6835885d9adedf3299a5a841dfa37606,0.11682166202473764,10044,0,0.003481315169223795,0.10287634134292603,16.460214614868164,160,0.5595703125
Fixed global $\alpha$,projected,41,deepmath:005fcaa3cd5ce509ada79200159f2963f75cce3f4b342e909dcce691603f6363,005fcaa3cd5ce509ada79200159f2963f75cce3f4b342e909dcce691603f6363,0.11980286817070088,6767,0,0.0030711663737441686,0.05931049256812869,7.532432556152344,127,0.5595703125
Fixed global $\alpha$,projected,42,deepmath:005ff290fdf393d59a5b8d4290edb9fc45fd31cbc060c53fe670a49e1a707207,005ff290fdf393d59a5b8d4290edb9fc45fd31cbc060c53fe670a49e1a707207,0.12747397702168803,9063,1,0.0022053141884721956,0.05414912360055106,7.580877304077148,140,0.5595703125
Fixed global $\alpha$,projected,43,deepmath:006019d0d8727759a668b590d4d18310ef26f000198fc45615c8344f1836bc4c,006019d0d8727759a668b590d4d18310ef26f000198fc45615c8344f1836bc4c,0.10549431276896601,10031,0,0.002700358259148748,0.06435223700295031,9.138017654418945,142,0.5595703125
Fixed global $\alpha$,projected,44,deepmath:0062d8df17cfc213a76d55cf9f0fcc49bf35eb2f8d4e3ef22a079fc8050263b5,0062d8df17cfc213a76d55cf9f0fcc49bf35eb2f8d4e3ef22a079fc8050263b5,0.0747591030013956,3533,1,0.003321031871112841,0.0618292490641276,2.4113407135009766,39,0.5595703125
Fixed global $\alpha$,projected,45,deepmath:006a6296970c739aec0280d9a66a4cea45836909b1d98923d278f9d94eb62692,006a6296970c739aec0280d9a66a4cea45836909b1d98923d278f9d94eb62692,0.11385741515404257,3099,1,0.006393816566113389,0.06643015762855267,3.8529491424560547,58,0.5595703125
Fixed global $\alpha$,projected,46,deepmath:006aa68dbaf5b654ad3071979c89dfa8a1b353843094321f7bbcd771349e6303,006aa68dbaf5b654ad3071979c89dfa8a1b353843094321f7bbcd771349e6303,0.15037489992809058,10075,0,0.004962006391721683,0.061226195477424784,11.51052474975586,188,0.5595703125
Fixed global $\alpha$,projected,47,deepmath:006c20fbdd524d08de9e89f371a1028b99a786d0f46aa240fbc25f4ffb877deb,006c20fbdd524d08de9e89f371a1028b99a786d0f46aa240fbc25f4ffb877deb,0.16475785277610602,3440,1,0.00988355110464401,0.11321141169621395,7.358741760253906,65,0.5595703125
