query_id,answer_tokens,raw_mean_gain,projected_mean_gain,raw_worst_wrapper_gain,projected_worst_wrapper_gain,raw_mean_kl,projected_mean_kl,mean_selected_alpha,raw_wrapper_variance,projected_wrapper_variance,all_wrappers_positive_raw,all_wrappers_positive_projected
deepmath:08ff9404734ebc3f12449b9258c7b0458a6617053ecc90964dc16cf08a08cb9c,5,0.4367505391438802,0.0,0.4364341735839844,0.0,0.4336981443094848,0.0,0.0,1.2386337727692333e-07,0.0,True,False
deepmath:0901a7015822de1986887e9a0bab190312076a930edcc55d3b81e4914e634a30,5,1.6748621622721354,0.23127619425455728,1.6745574951171875,0.0,1.672998680921672,0.009780243047564854,0.010416666666666666,4.9290944574098216e-05,1.1813859300484297e-08,True,False
deepmath:0906493358bbb9048919768a5cb82ae4f628247ef4a16252e08588306c11fcad,5,5.179280344645182,1.2412067413330077,5.173442077636719,1.2313739776611328,5.118331273378939,0.0074051956684039995,0.046223958333333336,0.001015946955310448,1.754702854487711e-10,True,True
deepmath:0909ad8f5c0956de764b283f29a56d88fdb9ecc71b8905590ac70ba0791fafa1,5,4.8886863708496096,0.9435076395670573,4.8881591796875,0.9082130432128906,4.868474197591643,0.008688199454460683,0.033203125,0.0006329965790420848,6.169028726103306e-10,True,True
deepmath:090a46d279c03967e7f39998f4fbdec512ede0ffe44119e7b9de723af000d1c4,9,0.23722683941876446,0.08887608846028645,0.23721694946289062,0.0854432847764757,0.23699996881398475,0.008861382660445163,0.03515625,1.2527221813307661e-05,1.0436844348995568e-09,True,True
deepmath:090b05278cccfddf6f0681fd2b82140513a3f5ec211a541c97768ab53e8aa4d9,6,2.9352260165744357,0.49444346957736546,2.9350001017252603,0.4887930552164714,2.9239091664638823,0.009100100842958245,0.032552083333333336,0.00012997929064783757,2.6350235346368393e-10,True,True
deepmath:090c6c1392f55352a132933436963a09edc0dface4c428b13a89093ed82fe0bc,5,0.8053454081217448,0.21881128946940107,0.8053390502929687,0.215008544921875,0.805331382353947,0.004820676951878163,0.017578125,1.2632406207955873e-06,7.549367323913905e-12,True,True
deepmath:09114c601efad9b6b41ec761ab22559d568c474076a19eea40e219246ce6221d,5,1.6134524027506512,0.2477739969889323,1.612359619140625,0.24237136840820311,1.5954149492701815,0.008198124202096035,0.015625,0.00022035245863472476,2.2650826764207752e-11,True,True
deepmath:09168febb02cc2d7822b597d19154490b31d6e9bd53e57b612a4ccce3a12a7f1,5,3.3760009765625,0.287322998046875,3.336631011962891,0.26744384765625,1.5563618323144812,0.0055887004593387244,0.016927083333333332,0.001015580347152408,1.8670265996693276e-09,True,True
deepmath:0917321d42aa8c6f217b1cc3713bc9b1386b76d7949765f7a9a1d71d40c6b836,5,5.9604441324869795,0.0,5.960398864746094,0.0,5.95850296020861,0.0,0.0,6.771234463209289e-05,0.0,True,False
deepmath:0919c0ee6937c6a18bc81da95da5fd12ffbe3c7d73c82cbc54a145410739b8d9,5,0.38225555419921875,0.05833002726236979,0.38225479125976564,0.0580169677734375,0.3822505888333773,0.0018344135523639127,0.005859375,2.4705337063025965e-09,1.0868875357270028e-12,True,True
deepmath:091c6b2e79196a484596caab2af99e03a0e98ee48b791b3e016dfcd5568678da,5,2.203979746500651,0.29724527994791666,2.203319549560547,0.2908111572265625,2.193850135826356,0.01220568644367939,0.015625,3.8979076009169235e-05,4.5983297817705455e-11,True,True
deepmath:091c84a9d0ab8b3338f653fe17a39cd64e087159c7a29e0d7d8daaa4b92ae40e,5,4.528178151448568,0.4854161580403646,4.528140258789063,0.46318511962890624,4.526780894576449,0.005103448001678724,0.01953125,0.0026440899470062855,7.552939018488945e-12,True,True
deepmath:091da48458e0a40c804f7f0aef8b458f1fdb53f8c4ef23084ad8f5b55078f813,5,2.392114766438802,0.4146012624104818,2.391954803466797,0.4103263854980469,2.3885709881625674,0.009712666984357745,0.03125,5.059221928944583e-05,1.6232200330387748e-10,True,True
deepmath:091e08c1873d14fba362a543f2043a7319a07289979dd590f9eee610062dfaef,5,1.0801376342773439,0.20334599812825518,1.0800460815429687,0.19092941284179688,1.0799631525755389,0.005339292495948922,0.010416666666666666,6.912392141762254e-07,1.234879250556394e-09,True,True
deepmath:091f385f2df6535c0354f0e43093a22de4bcdaeb3022db1ea32a9fec8df5c454,5,0.26666870117187497,0.07830607096354167,0.26661224365234376,0.029793548583984374,0.26605937499755916,0.010136853402156759,0.01171875,7.417931196694381e-08,8.735798467386667e-09,True,True
deepmath:0920be6655a8d427d3b1a40e350461349169f37d5767c3d116ebb0323c1ff61b,7,3.2333403087797614,1.4402089800153461,3.2330453055245534,1.4167851039341517,3.2249999128149027,0.008621531799906821,0.11848958333333333,6.838076343491119e-05,1.4429528547002323e-11,True,True
deepmath:0922d9d9778ca5c4e672931d37ba64a3b9e1834c2cb5e3bf8010fd39a81a8c70,6,5.159463458591037,0.4088410271538628,5.1593812306722,0.403720219930013,5.155931154815739,0.008452014792586246,0.013671875,0.000191238391605664,2.011032056087222e-13,True,True
deepmath:0924a92a821c7f741ed73c70e69e5adec1229be8648c9174a2a1eb2ee7faaa99,5,3.9213305155436196,0.39140726725260416,3.920728302001953,0.3808876037597656,3.894459995820464,0.004203467285963586,0.015625,9.030194470712835e-05,2.9832175312980046e-12,True,True
deepmath:0929de8cfbcbc71eb71ea4486289bc03f2d76eed12f05e7dfddbf1ae2fadc386,11,2.5080870426062383,0.7069607358990293,2.5080569874156606,0.7002445567737926,2.5073940539411272,0.008968596180673796,0.048828125,0.00015880333298266727,3.332656572924925e-10,True,True
deepmath:092ddba8178fd37e2806b7372194b3f78c2c2eabafab32231f1df1098258859e,5,0.6118878682454427,0.16292012532552083,0.6117698669433593,0.15925064086914062,0.611264643982863,0.0060105198141591236,0.015625,9.748623151384155e-07,1.1676130110400784e-11,True,True
deepmath:092e87961edc653b10aa0e0aa5473cdd94846a1b464e4ce74c2bb040dcba9e75,5,0.012740834554036457,0.012718963623046876,0.01273956298828125,0.0127166748046875,0.01264974910240122,0.012629028253023492,0.5403645833333334,7.831612755019263e-12,2.2942648274959958e-09,True,True
deepmath:092ea9b6cab13727cad03fd166e1bcf825f4ef195fc465d7a75fce9824ab89f7,5,1.9160003662109375,0.32264938354492184,1.915777587890625,0.31467208862304685,1.9147218598026672,0.007174425905087572,0.015625,0.0011528613186467735,4.085257085966151e-11,True,True
